text,class,feature,appName
"I Highly recommend this app for anyone who needs to list, note, share or do just about anything else it offers!",Positive,share,Evernote
"I clip selected text, web pages and links and can access them later on any of my devices ",Neutral,clip selected text,Evernote
I also create short notes and to-do lists with Evernote ,Neutral,create short notes,Evernote
"I found the app to be too invasive in that it wants you to load it up will all sorts of personal information on all of your devices that it will then share with, seemingly, anyone who wants it ",Neutral,share,Evernote
"I found the app to be too invasive in that it wants you to load it up will all sorts of personal information on all of your devices that it will then share with, seemingly, anyone who wants it ",Negative,load it up will all sorts of personal information,Evernote
I always liked evernote I can do my homework where ever and print it out from the website I save notes from school and able to save them I specific folders for later review and print I highly recommend this app for students especially students on the Go!,Neutral,save notes,Evernote
I always liked evernote I can do my homework where ever and print it out from the website I save notes from school and able to save them I specific folders for later review and print I highly recommend this app for students especially students on the Go!,Neutral,save them I specific folders,Evernote
I always liked evernote I can do my homework where ever and print it out from the website I save notes from school and able to save them I specific folders for later review and print I highly recommend this app for students especially students on the Go!,Neutral,print,Evernote
"I use this app pretty much everyday for storing interesting quotes, or jotting down ideas ",Neutral,storing interesting quotes,Evernote
"I use this app pretty much everyday for storing interesting quotes, or jotting down ideas ",Neutral,jotting down ideas,Evernote
this is a terrific tool for organizing your thoughts ,Positive,organizing your thoughts,Evernote
keeps notes organized ,Neutral,keeps notes organized,Evernote
sync feature really convenient ,Positive,sync,Evernote
use it for school assignments on the go and sync and save often ,Neutral,use it for school assignments,Evernote
use it for school assignments on the go and sync and save often ,Neutral,sync,Evernote
use it for school assignments on the go and sync and save often ,Neutral,save,Evernote
works well with awesome notes   ,Positive,notes,Evernote
love the ease of the app and cross platform ,Positive,cross platform,Evernote
I like that this can act as my idea pad for songs and screenplays ,Positive,idea pad for songs,Evernote
Had a problem with it syncing ,Negative,syncing,Evernote
with my laptop but a simple reinstall fixed that ,Neutral,reinstall,Evernote
"I cannot sign in with the password I use on the desktop, cannot reset the password because it not recognize the email address, and cannot register because the same email it does not recognize is allready in use ",Neutral,sign in with the password,Evernote
"I cannot sign in with the password I use on the desktop, cannot reset the password because it not recognize the email address, and cannot register because the same email it does not recognize is allready in use ",Neutral,reset the password,Evernote
"I cannot sign in with the password I use on the desktop, cannot reset the password because it not recognize the email address, and cannot register because the same email it does not recognize is allready in use ",Neutral,recognize the email address,Evernote
"I cannot sign in with the password I use on the desktop, cannot reset the password because it not recognize the email address, and cannot register because the same email it does not recognize is allready in use ",Neutral,register,Evernote
"I cannot sign in with the password I use on the desktop, cannot reset the password because it not recognize the email address, and cannot register because the same email it does not recognize is allready in use ",Neutral,email it does not recognize,Evernote
"I love that I can access the information from my phone, computer, and Kindle ",Positive,access the information,Evernote
Make a note of that ,Neutral,Make a note,Evernote
"If youre like me and jot things down on whatever scrap of paper is available, this is an excellent choice ",Neutral,jot things down,Evernote
I have discovered this program as I was looking for a way to making my job in writing easier and I must say that I am very pleased ,Positive,making my job in writing,Evernote
"I save everything on Evernote, I mean pictures, magazine clips, recipes, thoughts, you name it ",Neutral,save,Evernote
"I save everything on Evernote, I mean pictures, magazine clips, recipes, thoughts, you name it ",Neutral,pictures,Evernote
"I save everything on Evernote, I mean pictures, magazine clips, recipes, thoughts, you name it ",Neutral,magazine,Evernote
"I save everything on Evernote, I mean pictures, magazine clips, recipes, thoughts, you name it ",Neutral,clips,Evernote
"I save everything on Evernote, I mean pictures, magazine clips, recipes, thoughts, you name it ",Neutral,recipes,Evernote
